,Date,Amount,Commodity
14,2019-03-01,477.3,RefinedPetroleum
15,2019-04-01,476.3,RefinedPetroleum
16,2019-05-01,478.1,RefinedPetroleum
17,2019-06-01,487.1,RefinedPetroleum
18,2019-07-01,487.2,RefinedPetroleum
19,2019-08-01,488.2,RefinedPetroleum
20,2019-09-01,487.7,RefinedPetroleum
21,2019-10-01,489.2,RefinedPetroleum
22,2019-11-01,489.4,RefinedPetroleum
23,2019-12-01,490.1,RefinedPetroleum
24,2020-01-01,490.3,RefinedPetroleum
25,2020-02-01,490.8,RefinedPetroleum
26,2020-03-01,489.9,RefinedPetroleum
27,2020-04-01,489.6,RefinedPetroleum
28,2020-05-01,486.9,RefinedPetroleum
29,2020-06-01,486.5,RefinedPetroleum
30,2020-07-01,483.4,RefinedPetroleum
31,2020-08-01,484.2,RefinedPetroleum
32,2020-09-01,484.4,RefinedPetroleum
33,2020-10-01,484.5,RefinedPetroleum
34,2020-11-01,486.7,RefinedPetroleum
35,2020-12-01,486.3,RefinedPetroleum
36,2021-01-01,489.5,RefinedPetroleum
37,2021-02-01,491.2,RefinedPetroleum
38,2021-03-01,502.2,RefinedPetroleum
39,2021-04-01,514.5,RefinedPetroleum
40,2021-05-01,515.6,RefinedPetroleum
41,2021-06-01,518.6,RefinedPetroleum
42,2021-07-01,527.180,RefinedPetroleum
43,2021-08-01,535.188,RefinedPetroleum
44,2021-09-01,536.465,RefinedPetroleum
45,2021-10-01,555.524,RefinedPetroleum
46,2021-11-01,555.413,RefinedPetroleum
47,2021-12-01,556.332,RefinedPetroleum
48,2022-01-01,561.062,RefinedPetroleum
49,2022-02-01,563.443,RefinedPetroleum
50,2022-03-01,569.944,RefinedPetroleum
51,2022-04-01,597.365,RefinedPetroleum
52,2022-05-01,596.490,RefinedPetroleum
53,2022-06-01,633.424,RefinedPetroleum
54,2022-07-01,652.296,RefinedPetroleum
55,2022-08-01,655.671,RefinedPetroleum
56,2022-09-01,674.173,RefinedPetroleum
0,2018-01-01,111.93262987013,Coal
1,2018-02-01,111.477321428571,Coal
2,2018-03-01,105.72806122449,Coal
3,2018-04-01,99.2233928571427,Coal
4,2018-05-01,109.375,Coal
5,2018-06-01,121.524489795918,Coal
6,2018-07-01,125.085876623376,Coal
7,2018-08-01,123.734902597402,Coal
8,2018-09-01,122.229107142857,Coal
9,2018-10-01,114.762111801242,Coal
10,2018-11-01,107.552922077922,Coal
11,2018-12-01,106.143609022556,Coal
12,2019-01-01,105.401298701298,Coal
13,2019-02-01,101.357142857143,Coal
14,2019-03-01,99.6698979591835,Coal
15,2019-04-01,88.7646428571427,Coal
16,2019-05-01,89.5642857142855,Coal
17,2019-06-01,77.6298214285713,Coal
18,2019-07-01,77.8458074534159,Coal
19,2019-08-01,69.7392857142855,Coal
20,2019-09-01,66.9586734693876,Coal
21,2019-10-01,69.1942546583849,Coal
22,2019-11-01,69.7290816326529,Coal
23,2019-12-01,70.4646428571427,Coal
24,2020-01-01,72.1061688311687,Coal
25,2020-02-01,71.0501785714284,Coal
26,2020-03-01,70.20487012987,Coal
27,2020-04-01,64.6199999999999,Coal
28,2020-05-01,54.1483082706766,Coal
29,2020-06-01,55.0027597402597,Coal
30,2020-07-01,51.672204968944,Coal
31,2020-08-01,51.3824999999999,Coal
32,2020-09-01,52.0056818181817,Coal
33,2020-10-01,58.0694805194804,Coal
34,2020-11-01,62.9464285714284,Coal
35,2020-12-01,80.5897959183672,Coal
36,2021-01-01,90.995357142857,Coal
37,2021-02-01,92.4857142857141,Coal
38,2021-03-01,95.2309006211178,Coal
39,2021-04-01,97.8476785714283,Coal
40,2021-05-01,104.207142857143,Coal
41,2021-06-01,132.152922077922,Coal
42,2021-07-01,153.198214285714,Coal
43,2021-08-01,173.568367346938,Coal
44,2021-09-01,188.122889610389,Coal
45,2021-10-01,240.732142857142,Coal
46,2021-11-01,177.801623376623,Coal
47,2021-12-01,181.473979591836,Coal
48,2022-01-01,231.760178571428,Coal
49,2022-02-01,272.486785714285,Coal
50,2022-03-01,353.440527950356,Coal
51,2022-04-01,334.718233082678,Coal
52,2022-05-01,418.493877551035,Coal
53,2022-06-01,427.424999999999,Coal
54,2022-07-01,433.626530612249,Coal
55,2022-08-01,447.447564935064,Coal
0,2018-01-01,148.9,Nickel
1,2018-02-01,151.9,Nickel
2,2018-03-01,153.9,Nickel
3,2018-04-01,154.7,Nickel
4,2018-05-01,154.6,Nickel
5,2018-06-01,152.5,Nickel
6,2018-07-01,155.8,Nickel
7,2018-08-01,154.4,Nickel
8,2018-09-01,154.4,Nickel
9,2018-10-01,154.5,Nickel
10,2018-11-01,154.4,Nickel
11,2018-12-01,152.1,Nickel
12,2019-01-01,152.7,Nickel
13,2019-02-01,154.0,Nickel
14,2019-03-01,154.3,Nickel
15,2019-04-01,157.4,Nickel
16,2019-05-01,154.1,Nickel
17,2019-06-01,152.6,Nickel
18,2019-07-01,151.6,Nickel
19,2019-08-01,152.0,Nickel
20,2019-09-01,155.6,Nickel
21,2019-10-01,159.6,Nickel
22,2019-11-01,159.5,Nickel
23,2019-12-01,158.3,Nickel
24,2020-01-01,156.9,Nickel
25,2020-02-01,157.1,Nickel
26,2020-03-01,152.3,Nickel
27,2020-04-01,150.6,Nickel
28,2020-05-01,150.6,Nickel
29,2020-06-01,151.3,Nickel
30,2020-07-01,149.9,Nickel
31,2020-08-01,148.6,Nickel
32,2020-09-01,148.6,Nickel
33,2020-10-01,151.4,Nickel
34,2020-11-01,151.4,Nickel
35,2020-12-01,152.5,Nickel
36,2021-01-01,156.8,Nickel
37,2021-02-01,158.0,Nickel
38,2021-03-01,159.3,Nickel
39,2021-04-01,161.8,Nickel
40,2021-05-01,163.1,Nickel
41,2021-06-01,165.6,Nickel
42,2021-07-01,177.619,Nickel
43,2021-08-01,178.418,Nickel
44,2021-09-01,178.467,Nickel
45,2021-10-01,183.288,Nickel
46,2021-11-01,184.261,Nickel
47,2021-12-01,185.401,Nickel
48,2022-01-01,202.230,Nickel
49,2022-02-01,202.230,Nickel
50,2022-03-01,202.230,Nickel
51,2022-04-01,216.291,Nickel
52,2022-05-01,220.648,Nickel
53,2022-06-01,222.103,Nickel
54,2022-07-01,245.933,Nickel
55,2022-08-01,236.499,Nickel
56,2022-09-01,230.924,Nickel
0,2018-01-01,2209.72727272727,Aluminium
1,2018-02-01,2181.7875,Aluminium
2,2018-03-01,2069.2380952381,Aluminium
3,2018-04-01,2254.6875,Aluminium
4,2018-05-01,2299.66666666667,Aluminium
5,2018-06-01,2237.61904761905,Aluminium
6,2018-07-01,2082.23863636364,Aluminium
7,2018-08-01,2051.51136363636,Aluminium
8,2018-09-01,2026.4625,Aluminium
9,2018-10-01,2029.85869565217,Aluminium
10,2018-11-01,1938.51136363636,Aluminium
11,2018-12-01,1920.38157894737,Aluminium
12,2019-01-01,1853.71590909091,Aluminium
13,2019-02-01,1862.9875,Aluminium
14,2019-03-01,1871.21428571429,Aluminium
15,2019-04-01,1845.425,Aluminium
16,2019-05-01,1781.2619047619,Aluminium
17,2019-06-01,1755.95,Aluminium
18,2019-07-01,1796.98913043478,Aluminium
19,2019-08-01,1740.67857142857,Aluminium
20,2019-09-01,1753.5119047619,Aluminium
21,2019-10-01,1725.95652173913,Aluminium
22,2019-11-01,1774.78571428571,Aluminium
23,2019-12-01,1771.38,Aluminium
24,2020-01-01,1773.09090909091,Aluminium
25,2020-02-01,1688.095,Aluminium
26,2020-03-01,1610.89090909091,Aluminium
27,2020-04-01,1459.9345,Aluminium
28,2020-05-01,1466.37157894737,Aluminium
29,2020-06-01,1568.57045454545,Aluminium
30,2020-07-01,1643.81217391304,Aluminium
31,2020-08-01,1738.55523809524,Aluminium
32,2020-09-01,1743.77454545455,Aluminium
33,2020-10-01,1806.10181818182,Aluminium
34,2020-11-01,1935.28333333333,Aluminium
35,2020-12-01,2014.6719047619,Aluminium
36,2021-01-01,2003.9755,Aluminium
37,2021-02-01,2078.5935,Aluminium
38,2021-03-01,2190.48260869565,Aluminium
39,2021-04-01,2319.3925,Aluminium
40,2021-05-01,2434.7765,Aluminium
41,2021-06-01,2446.64545454545,Aluminium
42,2021-07-01,2497.63545454545,Aluminium
43,2021-08-01,2602.99190476191,Aluminium
44,2021-09-01,2834.55681818182,Aluminium
45,2021-10-01,2934.39380952381,Aluminium
46,2021-11-01,2636.45227272727,Aluminium
47,2021-12-01,2695.53142857143,Aluminium
48,2022-01-01,3005.9805,Aluminium
49,2022-02-01,3245.7855,Aluminium
50,2022-03-01,3498.37304347826,Aluminium
51,2022-04-01,3246.99047619048,Aluminium
52,2022-05-01,2839.50545454545,Aluminium
53,2022-06-01,2575.66954545455,Aluminium
54,2022-07-01,2408.42333333333,Aluminium
55,2022-08-01,2433.91608695652,Aluminium
0,2018-01-01,7065.85227272727,Copper
1,2018-02-01,7006.525,Copper
2,2018-03-01,6799.17857142857,Copper
3,2018-04-01,6851.5125,Copper
4,2018-05-01,6825.27380952381,Copper
5,2018-06-01,6965.85714285714,Copper
6,2018-07-01,6250.75,Copper
7,2018-08-01,6051.04545454546,Copper
8,2018-09-01,6050.7625,Copper
9,2018-10-01,6219.58695652174,Copper
10,2018-11-01,6195.92045454546,Copper
11,2018-12-01,6075.31578947368,Copper
12,2019-01-01,5939.10227272727,Copper
13,2019-02-01,6300.4875,Copper
14,2019-03-01,6439.46428571429,Copper
15,2019-04-01,6438.3625,Copper
16,2019-05-01,6017.90476190476,Copper
17,2019-06-01,5882.225,Copper
18,2019-07-01,5941.19565217391,Copper
19,2019-08-01,5709.44047619048,Copper
20,2019-09-01,5759.25,Copper
21,2019-10-01,5757.29782608696,Copper
22,2019-11-01,5859.95238095238,Copper
23,2019-12-01,6077.0625,Copper
24,2020-01-01,6031.20909090909,Copper
25,2020-02-01,5687.75,Copper
26,2020-03-01,5182.63181818182,Copper
27,2020-04-01,5057.972,Copper
28,2020-05-01,5239.82631578947,Copper
29,2020-06-01,5754.59545454546,Copper
30,2020-07-01,6372.46086956522,Copper
31,2020-08-01,6508.39285714286,Copper
32,2020-09-01,6704.9,Copper
33,2020-10-01,6713.81136363636,Copper
34,2020-11-01,7068.90714285714,Copper
35,2020-12-01,7772.2380952381,Copper
36,2021-01-01,7972.1475,Copper
37,2021-02-01,8470.94,Copper
38,2021-03-01,8988.24782608696,Copper
39,2021-04-01,9324.8175,Copper
40,2021-05-01,10166.285,Copper
41,2021-06-01,9631.5,Copper
42,2021-07-01,9450.82045454546,Copper
43,2021-08-01,9370.13857142857,Copper
44,2021-09-01,9324.70954545455,Copper
45,2021-10-01,9829.21904761905,Copper
46,2021-11-01,9728.90454545454,Copper
47,2021-12-01,9551.18,Copper
48,2022-01-01,9782.3375,Copper
49,2022-02-01,9943.175,Copper
50,2022-03-01,10230.8939130435,Copper
51,2022-04-01,10174.3476190476,Copper
52,2022-05-01,9395.02727272727,Copper
53,2022-06-01,9067.55181818182,Copper
54,2022-07-01,7544.80952380952,Copper
55,2022-08-01,7990.81217391304,Copper
