Classification,Year,Period,Date Mapper,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2020,202004,4/1/2020,20-Apr,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,110313,Cereal groats and meal; of maize (corn),,,,,,,434,,982,,,0
HS,2020,202004,4/1/2020,20-Apr,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,4707278,,7085456,,,0
HS,2020,202004,4/1/2020,20-Apr,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,260300,Copper ores and concentrates,,,,,,,500,,1901,,,0
HS,2020,202004,4/1/2020,20-Apr,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,270111,"Coal; anthracite, whether or not pulverised, but not agglomerated",,,,,,,15084,,4542,,,0
HS,2020,202004,4/1/2020,20-Apr,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,1971,,62478,,,0
HS,2020,202004,4/1/2020,20-Apr,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,12415,,117184,,,0
HS,2020,202004,4/1/2020,20-Apr,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,750210,"Nickel; unwrought, not alloyed",,,,,,,28469,,347396,,,0
HS,2020,202004,4/1/2020,20-Apr,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,370999,,821767,,,0
HS,2020,202008,8/1/2020,20-Aug,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,11710,,124874,,,0
HS,2020,202008,8/1/2020,20-Aug,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,3115,,53640,,,0
HS,2020,202008,8/1/2020,20-Aug,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,4831,,28358,,,0
HS,2020,202008,8/1/2020,20-Aug,4,0,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,2601,Iron ores and concentrates; including roasted iron pyrites,,,,,,,19200,,13626,,,0
HS,2020,202008,8/1/2020,20-Aug,4,0,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,125389,,239089,,,0
HS,2020,202008,8/1/2020,20-Aug,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,205519,,401786,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,528,Netherlands,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,312976,,489069,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,528,Netherlands,,804,Ukraine,,,,,,,,,750210,"Nickel; unwrought, not alloyed",,,,,,,20776,,325542,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,528,Netherlands,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,48,,923,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,528,Netherlands,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,389921,,554595,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,528,Netherlands,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,1043,,24238,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,528,Netherlands,,804,Ukraine,,,,,,,,,750210,"Nickel; unwrought, not alloyed",,,,,,,21886,,375459,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,528,Netherlands,,804,Ukraine,,,,,,,,,151411,"Vegetable oils; low erucic acid rape or colza oil and its fractions, crude",,,,,,,5,,6,,,0
HS,2020,202012,12/1/2020,20-Dec,4,0,2,Exports,528,Netherlands,,804,Ukraine,,,,,,,,,2601,Iron ores and concentrates; including roasted iron pyrites,,,,,,,22000,,5165,,,0
HS,2020,202010,10/1/2020,20-Oct,6,1,2,Exports,620,Portugal,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,22400,,36112,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,642,Romania,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,0,,8,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,348,Hungary,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,206005,,257684,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,348,Hungary,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,136,,5254,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,348,Hungary,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,5227,,25027,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,348,Hungary,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,11,,118,,,0
HS,2020,202005,5/1/2020,20-May,6,1,2,Exports,724,Spain,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,71245,,165062,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,705,Slovenia,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,9,,109,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,705,Slovenia,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,36740,,349694,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,381,Italy,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,56352,,530496,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,703,Slovakia,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,3601,,16509,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,703,Slovakia,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,484,,3816,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,203,Czech Rep.,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,31263,,146721,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,203,Czech Rep.,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,43455,,346207,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,203,Czech Rep.,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,938,,12158,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,203,Czech Rep.,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,5325,,18371,,,0
HS,2020,202009,9/1/2020,20-Sep,6,1,2,Exports,705,Slovenia,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,0,,4,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,498,Rep. of Moldova,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,21,,27,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,1095710,,2215485,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,244,,6297,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,32179,,187651,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,6050,,40274,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,312318,,615250,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",,,,,,,4,,5,,,0
HS,2020,202012,12/1/2020,20-Dec,4,0,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,2,,41,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,33932,,271645,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,60475,,431670,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,110313,Cereal groats and meal; of maize (corn),,,,,,,108,,92,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,1200060,,2033684,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,270111,"Coal; anthracite, whether or not pulverised, but not agglomerated",,,,,,,1740,,1874,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,14,,282,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,409346,,811560,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,750210,"Nickel; unwrought, not alloyed",,,,,,,6000,,90900,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,2154,,14599,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,23592,,158013,,,0
HS,2020,202011,11/1/2020,20-Nov,4,0,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,2,,10,,,0
HS,2020,202009,9/1/2020,20-Sep,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",,,,,,,3,,24,,,0
HS,2020,202009,9/1/2020,20-Sep,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,1583,,8025,,,0
HS,2020,202009,9/1/2020,20-Sep,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,110313,Cereal groats and meal; of maize (corn),,,,,,,25,,40,,,0
HS,2020,202009,9/1/2020,20-Sep,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,1109430,,1969942,,,0
HS,2020,202009,9/1/2020,20-Sep,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,524204,,1036139,,,0
HS,2020,202009,9/1/2020,20-Sep,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,19030,,124426,,,0
HS,2020,202009,9/1/2020,20-Sep,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,837,,53508,,,0
HS,2020,202009,9/1/2020,20-Sep,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,270111,"Coal; anthracite, whether or not pulverised, but not agglomerated",,,,,,,1392,,1511,,,0
HS,2020,202007,7/1/2020,20-Jul,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,5,,300,,,0
HS,2020,202007,7/1/2020,20-Jul,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,53930,,351504,,,0
HS,2020,202007,7/1/2020,20-Jul,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,1372300,,3117106,,,0
HS,2020,202007,7/1/2020,20-Jul,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,110313,Cereal groats and meal; of maize (corn),,,,,,,36,,165,,,0
HS,2020,202007,7/1/2020,20-Jul,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",,,,,,,133,,931,,,0
HS,2020,202007,7/1/2020,20-Jul,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,18535,,103979,,,0
HS,2020,202007,7/1/2020,20-Jul,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,7952,,40065,,,0
HS,2020,202007,7/1/2020,20-Jul,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,406813,,926198,,,0
HS,2020,202007,7/1/2020,20-Jul,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,750210,"Nickel; unwrought, not alloyed",,,,,,,1000,,13413,,,0
HS,2020,202007,7/1/2020,20-Jul,4,0,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,5,,160,,,0
HS,2020,202010,10/1/2020,20-Oct,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,911526,,1531946,,,0
HS,2020,202010,10/1/2020,20-Oct,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,270111,"Coal; anthracite, whether or not pulverised, but not agglomerated",,,,,,,383,,453,,,0
HS,2020,202010,10/1/2020,20-Oct,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,1126,,8488,,,0
HS,2020,202010,10/1/2020,20-Oct,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,750210,"Nickel; unwrought, not alloyed",,,,,,,20000,,295236,,,0
HS,2020,202010,10/1/2020,20-Oct,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,408242,,806478,,,0
HS,2020,202010,10/1/2020,20-Oct,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,10580,,49540,,,0
HS,2020,202010,10/1/2020,20-Oct,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,20152,,121715,,,0
HS,2020,202010,10/1/2020,20-Oct,4,0,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,5,,141,,,0
HS,2020,202008,8/1/2020,20-Aug,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,55302,,380798,,,0
HS,2020,202008,8/1/2020,20-Aug,4,0,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,2,,39,,,0
HS,2020,202008,8/1/2020,20-Aug,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,18640,,98097,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,752,Sweden,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,7,,120,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,752,Sweden,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,126,,2083,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,642,Romania,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,113,,4508,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,348,Hungary,,804,Ukraine,,,,,,,,,110313,Cereal groats and meal; of maize (corn),,,,,,,400,,153,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,348,Hungary,,804,Ukraine,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,5,,7,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,348,Hungary,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,258526,,867439,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,348,Hungary,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,20,,523,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,348,Hungary,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,96,,13233,,,0
HS,2020,202003,3/1/2020,20-Mar,6,1,2,Exports,620,Portugal,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,30,,482,,,0
HS,2020,202010,10/1/2020,20-Oct,6,1,2,Exports,792,Turkey,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,97671,,502555,,,0
HS,2020,202002,2/1/2020,20-Feb,6,1,2,Exports,246,Finland,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,42656,,63168,,,0
HS,2020,202006,6/1/2020,20-Jun,6,1,2,Exports,246,Finland,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,24752,,36655,,,0
HS,2020,202003,3/1/2020,20-Mar,6,1,2,Exports,246,Finland,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,8,,150,,,0
HS,2020,202003,3/1/2020,20-Mar,6,1,2,Exports,792,Turkey,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,13368,,76988,,,0
HS,2020,202003,3/1/2020,20-Mar,6,1,2,Exports,792,Turkey,,804,Ukraine,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,737,,1193,,,0
HS,2020,202006,6/1/2020,20-Jun,6,1,2,Exports,792,Turkey,,804,Ukraine,,,,,,,,,151411,"Vegetable oils; low erucic acid rape or colza oil and its fractions, crude",,,,,,,90,,129,,,0
HS,2020,202007,7/1/2020,20-Jul,6,1,2,Exports,792,Turkey,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,8409,,53464,,,0
HS,2020,202007,7/1/2020,20-Jul,6,1,2,Exports,792,Turkey,,804,Ukraine,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,68910,,122065,,,0
HS,2020,202009,9/1/2020,20-Sep,6,1,2,Exports,792,Turkey,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,3,,15,,,0
HS,2020,202009,9/1/2020,20-Sep,6,1,2,Exports,792,Turkey,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,155493,,757827,,,0
HS,2020,202009,9/1/2020,20-Sep,6,1,2,Exports,792,Turkey,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,2645,,16120,,,0
HS,2020,202009,9/1/2020,20-Sep,6,1,2,Exports,792,Turkey,,804,Ukraine,,,,,,,,,151411,"Vegetable oils; low erucic acid rape or colza oil and its fractions, crude",,,,,,,150,,221,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,792,Turkey,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,110554,,576042,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,792,Turkey,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,20226,,110639,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,792,Turkey,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,22575,,30851,,,0
HS,2020,202009,9/1/2020,20-Sep,6,1,2,Exports,268,Georgia,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,24466,,59960,,,0
HS,2020,202007,7/1/2020,20-Jul,6,1,2,Exports,381,Italy,,804,Ukraine,,,,,,,,,110313,Cereal groats and meal; of maize (corn),,,,,,,3000,,3074,,,0
HS,2020,202007,7/1/2020,20-Jul,6,1,2,Exports,381,Italy,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,5406,,72854,,,0
HS,2020,202007,7/1/2020,20-Jul,6,1,2,Exports,381,Italy,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,15580,,32516,,,0
HS,2020,202007,7/1/2020,20-Jul,6,1,2,Exports,381,Italy,,804,Ukraine,,,,,,,,,260300,Copper ores and concentrates,,,,,,,1000,,4012,,,0
HS,2020,202007,7/1/2020,20-Jul,6,1,2,Exports,76,Brazil,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,57,,556,,,0
HS,2020,202004,4/1/2020,20-Apr,6,1,2,Exports,76,Brazil,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,12775,,176567,,,0
HS,2020,202005,5/1/2020,20-May,6,1,2,Exports,76,Brazil,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,18000,,41680,,,0
HS,2020,202005,5/1/2020,20-May,6,1,2,Exports,76,Brazil,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,8,,772,,,0
HS,2020,202002,2/1/2020,20-Feb,6,1,2,Exports,76,Brazil,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,59000,,75570,,,0
HS,2020,202002,2/1/2020,20-Feb,4,0,2,Exports,97,EU,,804,Ukraine,,,,,,,,,7111,"Base metals, silver or gold, clad with platinum; not further worked than semi-manufactured",,,,,,,0,,101,,,0
HS,2020,202012,12/1/2020,20-Dec,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,63,,2995,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,11300,,38653,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,25,,796,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,632874,,975381,,,0
HS,2020,202011,11/1/2020,20-Nov,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,8639,,114307,,,0
HS,2020,202008,8/1/2020,20-Aug,6,1,2,Exports,348,Hungary,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,78,,1740,,,0
HS,2020,202006,6/1/2020,20-Jun,6,1,2,Exports,975,ASEAN,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,53000,,42519,,,0
HS,2020,202005,5/1/2020,20-May,6,1,2,Exports,975,ASEAN,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,38620,,33328,,,0
HS,2020,202007,7/1/2020,20-Jul,6,1,2,Exports,975,ASEAN,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,17000,,14107,,,0
